Date,FII_Gross_Purchase,FII_Gross_Sales,FII_Net_Purchase/Sales,DII_Gross_Purchase,DII_Gross_Sales,DII_Net_Purchase/Sales
15-06-2012,2515.79,2176.79,339,801.7,922.37,-120.67
18-06-2012,1698.62,1286.21,412.41,895.55,958.91,-63.36
19-06-2012,1668.25,1761.55,-93.3,725.48,1004.18,-278.7
21-06-2012,1971.61,1852.03,119.58,1013.08,969.52,43.56
22-06-2012,1310.71,1484.93,-174.22,884.49,885.76,-1.27
25-06-2012,1404.14,1251.04,153.1,773.18,747,26.18
26-06-2012,1471.53,1458.5,13.03,625.14,980.19,-355.05
27-06-2012,1914.47,1828.38,86.09,709.31,724.38,-15.07
28-06-2012,3805.31,4917.94,-1112.63,1858.24,1085.87,772.37
29-06-2012,4747.12,1700.36,3046.76,1532.57,1783.28,-250.71
02-07-2012,2898.03,2279.19,618.84,916.16,1770.62,-854.46
03-07-2012,2240.41,2745,-504.59,984.58,1114.49,-129.91
05-07-2012,2162.56,2793.37,-630.81,1327.64,1053.87,273.77
06-07-2012,2737.99,2062.51,675.48,939.25,972.99,-33.74
08-07-2012,2455.56,1639.61,815.95,1234.5,1179.26,55.24
09-07-2012,2634.02,2131.84,502.18,1423.49,1205.2,218.29
11-07-2012,2384.38,1655.93,728.45,1115.36,1312.31,-196.95
12-07-2012,2854.32,2206.27,648.05,1034.47,1832.95,-798.48
13-07-2012,1957.01,1675.88,281.13,611.04,981.45,-370.41
16-07-2012,1639.72,1382.55,257.17,683.29,723.88,-40.59
17-07-2012,2088.27,1613.32,474.95,777.45,1043.66,-266.21
18-07-2012,2259.49,1983.09,276.4,821.88,987.63,-165.75
19-07-2012,2021.6,1895.82,125.78,924.56,1153.4,-228.84
20-07-2012,1691.17,1513.06,178.11,804.38,868.78,-64.4
23-07-2012,1530.54,1421.37,109.17,701.25,1055,-353.75
24-07-2012,1547.31,1800.22,-252.91,1091.62,1052.39,39.23
25-07-2012,1760.39,2132.6,-372.21,1012.3,1022.77,-10.47
26-07-2012,2831.49,4012.19,-1180.7,1634.25,1211.55,422.7
27-07-2012,2812.53,2248.81,563.72,881.56,1136,-254.44
30-07-2012,2446.4,1517.45,928.95,882.49,1116.21,-233.72
31-07-2012,2940.75,2060.79,879.96,827.81,1321.29,-493.48
02-08-2012,4402.73,4018.49,384.24,1512.31,1936.77,-424.46
05-08-2012,1905.58,2304.56,-398.98,1177.65,920.05,257.6
06-08-2012,1779.5,1577.49,202.01,716.51,797.99,-81.48
08-08-2012,2751.6,1637.39,1114.21,928.83,1723.53,-794.7
10-08-2012,2979.06,2415.22,563.84,820.42,1599.03,-778.61
11-08-2012,2053.35,1792.14,261.21,901.63,817.05,84.58
13-08-2012,2020.01,1680.25,339.76,701.28,877.62,-176.34
16-08-2012,2447.9,2352.89,95.01,1259.33,1034.03,225.3
17-08-2012,2169.11,1860.89,308.22,1044.55,1004.36,40.19
21-08-2012,2220.91,2079.54,141.37,1022.73,1164.37,-141.64
22-08-2012,1554.76,1458.12,96.64,809.99,1040.13,-230.14
23-08-2012,2473.72,2161.93,311.79,929.59,1090.69,-161.1
24-08-2012,2068.49,1842.43,226.06,806.33,1163.01,-356.68
27-08-2012,1507.35,1306.96,200.39,520.7,1021.42,-500.72
28-08-2012,2006.02,1912.93,93.09,965.1,1279.49,-314.39
29-08-2012,2044.28,1900.98,143.3,850.84,1090.64,-239.8
30-08-2012,5167.92,2861.82,2306.1,1836.46,1508.35,328.11
31-08-2012,3084.38,3295.46,-211.08,1114.32,1286.86,-172.54
01-09-2012,1790.95,1827.41,-36.46,583.75,554.49,29.26
02-09-2012,3985.22,2784.56,1200.66,964.39,2001.97,-1037.58
03-09-2012,4039.93,2755.28,1284.65,1106.66,1119.56,-12.9
04-09-2012,1075.5,1344.93,-269.43,586.69,692.51,-105.82
05-09-2012,2202.18,2578.52,-376.34,1222.15,1059.78,162.37
07-09-2012,1598.62,1345.64,252.98,627.55,915.2,-287.65
08-09-2012,2272.94,1935.8,337.14,989.78,1744.18,-754.4
10-09-2012,2327.01,1713.03,613.98,697.69,1128.29,-430.6
13-09-2012,2001.61,1640.13,361.48,851.95,1008,-156.05
14-09-2012,5355.25,2521.53,2833.72,1818.41,2506.41,-688
17-09-2012,5889.33,3637.16,2252.17,2248.96,3086.68,-837.72
18-09-2012,3764.11,2714.94,1049.17,1506.03,2176.75,-670.72
20-09-2012,3187.08,3260.75,-73.67,1136.67,1467.78,-331.11
21-09-2012,6806.02,4478.2,2327.82,1758.29,2885.57,-1127.28
24-09-2012,4500.86,2905.14,1595.72,1366.46,2522.91,-1156.45
25-09-2012,8586,2740.42,5845.58,1058.36,2432.47,-1374.11
26-09-2012,3601,2912.51,688.49,1315.8,2011.7,-695.9
27-09-2012,5509.53,5109.79,399.74,1496.19,1944.06,-447.87
28-09-2012,3987.75,2757.4,1230.35,1412.26,2091.32,-679.06
01-10-2012,2782.51,2458.19,324.32,1122.85,1237.96,-115.11
02-10-2012,2672.61,2476.49,196.12,1335.59,1384.89,-49.3
04-10-2012,1864.42,2193.09,-328.67,790.4,980.58,-190.18
05-10-2012,1916.25,1598.83,317.42,1046.05,1189.58,-143.53
07-10-2012,2170.26,1563.72,606.54,830.16,1318.49,-488.33
08-10-2012,2373.23,2290.07,83.16,786.3,1322.99,-536.69
09-10-2012,2033.66,1340.93,692.73,665.1,983.42,-318.32
10-10-2012,2079.28,1671.68,407.6,733.42,1129.78,-396.36
12-10-2012,2561.71,1863.48,698.23,678.91,1265.49,-586.58
15-10-2012,1273.02,1252.86,20.16,657.04,742.56,-85.52
16-10-2012,1993.26,2197.45,-204.19,1342.58,747.19,595.39
17-10-2012,2176.6,2141.06,35.54,893.12,1141.52,-248.4
18-10-2012,2336.35,2405.22,-68.87,1208.96,1393.52,-184.56
22-10-2012,1882.71,1641.03,241.68,741.38,879.27,-137.89
23-10-2012,2211.1,1958.7,252.4,658.04,956.93,-298.89
25-10-2012,4724.36,5275.7,-551.34,1061.26,1026.53,34.73
26-10-2012,1612.59,1811.43,-198.84,854.24,944.17,-89.93
29-10-2012,1563.31,1639.88,-76.57,839.42,849.17,-9.75
30-10-2012,1448.83,1640.36,-191.53,1265.79,1297.63,-31.84
31-10-2012,2194.02,1945.54,248.48,1038.05,1135.9,-97.85
01-11-2012,2631.16,2199.85,431.31,967.78,1149.96,-182.18
04-11-2012,1890.35,2336.12,-445.77,943.15,1025.39,-82.24
05-11-2012,1525.07,1366.51,158.56,813.02,1056.31,-243.29
06-11-2012,1596.61,1466.23,130.38,739.49,954.15,-214.66
07-11-2012,2365.04,2280.62,84.42,759.44,1116.29,-356.85
09-11-2012,1735.72,1312.13,423.59,711.27,1077.07,-365.8
10-11-2012,3429.18,2386.17,1043.01,987.53,1560.85,-573.32
12-11-2012,3605.68,2295.8,1309.88,860.59,1888.93,-1028.34
13-11-2012,120.16,138.25,-18.09,50.48,31.41,19.07
15-11-2012,3742.91,3696.46,46.45,784.95,1166.62,-381.67
16-11-2012,2992.05,2482.34,509.71,919.18,1293.9,-374.72
19-11-2012,1738.25,1739.77,-1.52,766.47,1269.07,-502.6
20-11-2012,2377.81,2234.43,143.38,769.65,781.18,-11.53
21-11-2012,2070.57,1887.98,182.59,756.42,889.5,-133.08
22-11-2012,1577.55,1462.79,114.76,674.13,838.13,-164
23-11-2012,1736.16,1369.79,366.37,532.64,716.91,-184.27
26-11-2012,1546.55,1383.41,163.14,600.01,795.67,-195.66
29-11-2012,7345.23,5765.26,1579.97,1332.51,2228.73,-896.22
30-11-2012,8357.27,6745.84,1611.43,1455.74,2254.37,-798.63
01-12-2012,2538.65,2031.85,506.8,944.07,1940.98,-996.91
03-12-2012,4375.76,3077.12,1298.64,1121.41,918.09,203.32
04-12-2012,2030.33,1894.35,135.98,1087.74,850.34,237.4
06-12-2012,1423.32,1479.92,-56.6,868.66,922.87,-54.21
07-12-2012,2470.46,2201.92,268.54,841.76,1379.74,-537.98
09-12-2012,1912.55,1461.36,451.19,1179.45,1235.21,-55.76
10-12-2012,2292.36,2091.2,201.16,1172.31,984.02,188.29
11-12-2012,3922.47,3692.74,229.73,909.41,1030.73,-121.32
12-12-2012,4380.29,3427.54,952.75,993.2,1358.27,-365.07
13-12-2012,3668.94,2412.37,1256.57,890.42,1556.09,-665.67
14-12-2012,2666.6,2092.22,574.38,888.98,1401.41,-512.43
17-12-2012,3551.68,2665,886.68,853.94,1544.27,-690.33
18-12-2012,3343.85,2421.48,922.37,1165.96,1657.08,-491.12
19-12-2012,4483.24,3238.28,1244.96,1016.32,1385.38,-369.06
20-12-2012,2819.74,2352.99,466.75,956.37,1400.39,-444.02
21-12-2012,2691.09,2575.74,115.35,1426.05,1167.84,258.21
24-12-2012,1631.39,1171.72,459.67,542.53,780.79,-238.26
26-12-2012,2035.17,1291.38,743.79,768.47,1069.32,-300.85
27-12-2012,3731.45,3864.13,-132.68,1287.65,1154.88,132.77
28-12-2012,2685.09,1851.69,833.4,773.1,1303.45,-530.35
31-12-2012,1578.97,752.63,826.34,911.94,1112.91,-200.97
01-01-2013,885.51,220.46,665.05,857.63,1263.77,-406.14
02-01-2013,3325.94,2562.66,763.28,772.15,1860.77,-1088.62
03-01-2013,3876.99,3250.1,626.89,1251.36,1297.21,-45.85
04-01-2013,1854.41,1541.34,313.07,467.94,737.1,-269.16
07-01-2013,2272.67,2274.14,-1.47,1196.82,983.22,213.6
08-01-2013,3704.13,3526.35,177.78,1263.28,1556.9,-293.62
10-01-2013,1728.67,1835.63,-106.96,944.22,818.87,125.35
11-01-2013,2572.92,2385.97,186.95,1002.27,1424.97,-422.7
14-01-2013,3363.98,2752.88,611.1,1100.39,2310.94,-1210.55
15-01-2013,3565.73,2488.18,1077.55,1339.33,2095.17,-755.84
16-01-2013,3496.14,2466.64,1029.5,1095.85,1787.61,-691.76
17-01-2013,3604.1,3039.9,564.2,1423.52,1943.3,-519.78
18-01-2013,4327.82,3162.13,1165.69,1664.39,2632,-967.61
21-01-2013,3434.62,2591.66,842.96,1014.43,1904.6,-890.17
22-01-2013,3514.55,2468.15,1046.4,1002.79,1858.14,-855.35
23-01-2013,3525.59,2722.97,802.62,952.28,1804.61,-852.33
24-01-2013,4522.58,3496.26,1026.32,1198.24,1950.5,-752.26
25-01-2013,3789,3202.13,586.87,779.57,1111.49,-331.92
28-01-2013,3277.03,2493.47,783.56,938.84,1803.06,-864.22
29-01-2013,4389.51,3489.68,899.83,1157.83,2096.54,-938.71
30-01-2013,3802.74,2896.38,906.36,1083.02,2178.84,-1095.82
31-01-2013,5426.07,4467.14,958.93,1456.11,2319.71,-863.6
01-02-2013,2341.67,1234.01,1107.66,1271.09,1688.5,-417.41
04-02-2013,1979.52,2024.93,-45.41,780.97,575.17,205.8
05-02-2013,4608.1,3178.16,1429.94,1115.58,2014.65,-899.07
07-02-2013,2301.07,2344.27,-43.2,993.01,1118.34,-125.33
08-02-2013,3358.14,3074.35,283.79,1174.47,1515.07,-340.6
09-02-2013,2513.48,2037.56,475.92,697.06,982.87,-285.81
12-02-2013,2247.86,1456.89,790.97,692.3,1310.5,-618.2
13-02-2013,3209.04,2408.73,800.31,966.34,1256.03,-289.69
14-02-2013,3365.04,3043.78,321.26,1214.65,1463.64,-248.99
15-02-2013,2738.61,2491.31,247.3,797.63,1043.61,-245.98
18-02-2013,2159.61,2016.7,142.91,668.48,779.03,-110.55
19-02-2013,1641.18,1822.75,-181.57,510.75,486.08,24.67
20-02-2013,3129.51,2695.92,433.59,597.13,1188.31,-591.18
21-02-2013,4529.02,3315.45,1213.57,1304.63,1533.41,-228.78
22-02-2013,2864.02,2583.72,280.3,937.21,1289.19,-351.98
25-02-2013,2527.79,2281.08,246.71,820.75,982.72,-161.97
26-02-2013,3150.24,3075.56,74.68,1213.8,1374.41,-160.61
27-02-2013,3666.18,3559.82,106.36,1225.26,1200.56,24.7
28-02-2013,7216,8533.79,-1317.79,2491.7,2073.76,417.94
01-03-2013,3089.48,1692.11,1397.37,996.46,1902.42,-905.96
04-03-2013,2353.92,2722.31,-368.39,830.24,792.51,37.73
05-03-2013,2903.75,1949.8,953.95,886.12,1678.9,-792.78
06-03-2013,2467.79,2554.46,-86.67,970.34,1042.15,-71.81
07-03-2013,2335.64,3040.7,-705.06,1207.37,954.49,252.88
09-03-2013,2065.95,2782.11,-716.16,1400.58,804.15,596.43
10-03-2013,3891.02,2893.81,997.21,1074.65,1567.65,-493
11-03-2013,5.03,1.05,3.98,12.47,12.75,-0.28
12-03-2013,2538.4,2021.81,516.59,883.29,1554.55,-671.26
13-03-2013,2508.12,2204.29,303.83,687.28,1121.66,-434.38
14-03-2013,3261.11,2654,607.11,893.79,1722.98,-829.19
15-03-2013,4384.65,3365.72,1018.93,1048.84,1633.32,-584.48
18-03-2013,2697.35,2191.35,506,615.21,1075.1,-459.89
19-03-2013,3881.39,3818.76,62.63,1481.04,1409.66,71.38
20-03-2013,3323.53,3560.25,-236.72,1225.37,1582.3,-356.93
21-03-2013,3469.45,3101.14,368.31,1249.68,1279.76,-30.08
22-03-2013,2931.55,2945.75,-14.2,1053.27,1188.84,-135.57
25-03-2013,3366.18,2648.29,717.89,1089.57,1515.18,-425.61
26-03-2013,2898.54,2360.27,538.27,928.57,1052.78,-124.21
28-03-2013,5973.44,5399.57,573.87,1477,1823.12,-346.12
01-04-2013,3187.89,2023.48,1164.41,1148.55,1973.95,-825.4
02-04-2013,3489.13,2632.19,856.94,746.78,1339.11,-592.33
03-04-2013,3422.48,3452.58,-30.1,958.88,1069.96,-111.08
04-04-2013,1942.7,2268.91,-326.21,921.28,856.55,64.73
06-04-2013,2434.43,2349.64,84.79,802.98,1019.43,-216.45
07-04-2013,2079.02,1914.46,164.56,948.57,1024.78,-76.21
09-04-2013,2800.26,2627.73,172.53,970.18,1192.54,-222.36
10-04-2013,2316.54,1775.18,541.36,843.71,1145.78,-302.07
12-04-2013,2340.77,2288.66,52.11,1034.55,1052.6,-18.05
16-04-2013,3095.66,2503.91,591.75,792.91,997.8,-204.89
17-04-2013,3714.78,3508.1,206.68,1043.55,1304.48,-260.93
18-04-2013,3633.75,2693.68,940.07,953.71,1358.93,-405.22
22-04-2013,3656.18,2740.36,915.82,1025.65,1468.19,-442.54
23-04-2013,2375.76,2149.55,226.21,587.25,1115.54,-528.29
25-04-2013,6226.62,4776.92,1449.7,1054.58,2324.01,-1269.43
26-04-2013,3337.36,3112.61,224.75,1034.39,1412.17,-377.78
29-04-2013,2855.4,2235.02,620.38,1014.58,1380.78,-366.2
30-04-2013,3692.7,2815.77,876.93,1119.32,1466.49,-347.17
02-05-2013,3256.71,2767.44,489.27,817.08,1756,-938.92
03-05-2013,3439.84,3219.05,220.79,1164.08,1408.88,-244.8
04-05-2013,2018.73,2221.92,-203.19,963.91,942.44,21.47
06-05-2013,2305.86,2217.37,88.49,790.34,890.09,-99.75
07-05-2013,1545.4,1561.11,-15.71,891.54,786.27,105.27
08-05-2013,2900.52,2867.17,33.35,833.89,1137.02,-303.13
09-05-2013,4293.44,3192.03,1101.41,1158.6,1651.42,-492.82
11-05-2013,2993.35,2830.82,162.53,539.05,1223.01,-683.96
12-05-2013,3925.95,2774.44,1151.51,1138.04,1812.06,-674.02
13-05-2013,1872.3,1628.21,244.09,651.09,1105.91,-454.82
14-05-2013,2276.29,1855.3,420.99,552.49,965.15,-412.66
15-05-2013,4362.4,2715.45,1646.95,1244.05,1991.16,-747.11
16-05-2013,3892.2,2821.88,1070.32,1298.93,1689.35,-390.42
17-05-2013,3140.1,2272.17,867.93,999.2,1715.89,-716.69
20-05-2013,3043.41,2290.04,753.37,1011.53,1775.85,-764.32
21-05-2013,2837.79,2158.35,679.44,686.14,1552.84,-866.7
22-05-2013,2733.2,2193.01,540.19,554.13,1527.28,-973.15
23-05-2013,3783.2,3466.97,316.23,1162.23,1700.98,-538.75
24-05-2013,2337.08,2575.64,-238.56,1080.3,1213.09,-132.79
27-05-2013,2525.75,2119.72,406.03,696.51,1212.9,-516.39
28-05-2013,2851.06,2139.94,711.12,708.9,1216.72,-507.82
29-05-2013,2995.56,2351.75,643.81,620.84,928.96,-308.12
30-05-2013,5826.88,5039.41,787.47,1070.88,1386.74,-315.86
31-05-2013,5403.98,5908,-504.02,1444.31,1241.2,203.11
02-06-2013,4047.23,2909.27,1137.96,800.41,2024.48,-1224.07
03-06-2013,3505.68,2981.63,524.05,938.92,1538.91,-599.99
05-06-2013,2402.72,1505.26,897.46,622.05,1162.88,-540.83
06-06-2013,2088.43,2358.9,-270.47,1033.05,734.97,298.08
08-06-2013,3275.31,3062.57,212.74,1217.41,1541.15,-323.74
09-06-2013,3856.12,3055.41,800.71,1204.47,1443,-238.53
11-06-2013,2072.48,1800.78,271.7,600.34,1145.54,-545.2
12-06-2013,3111.35,2247.58,863.77,946.59,1690.52,-743.93
13-06-2013,2460.85,3018.91,-558.06,1691.25,977.48,713.77
14-06-2013,3390.93,3696.61,-305.68,1648.51,737.89,910.62
17-06-2013,1693.88,1858.98,-165.1,1123.21,761.68,361.53
18-06-2013,1784.15,2381.53,-597.38,1246.13,663.48,582.65
19-06-2013,1984.88,2529.84,-544.96,1171.53,755.71,415.82
20-06-2013,2283.48,4377.54,-2094.06,2605.19,1272.69,1332.5
21-06-2013,2796.9,4565.5,-1768.6,2167.16,970.51,1196.65
24-06-2013,2344.26,3897.24,-1552.98,1897.71,966.6,931.11
25-06-2013,2519.4,3805.26,-1285.86,1993.06,1168.7,824.36
26-06-2013,3062.4,3610.19,-547.79,1187,850.02,336.98
27-06-2013,5110.77,6154.04,-1043.27,1290.11,931.73,358.38
28-06-2013,5792.07,4667.76,1124.31,1430.12,2011.4,-581.28
02-07-2013,3121.19,2294.05,827.14,827.75,1817.48,-989.73
03-07-2013,3197.69,2567.22,630.47,713.69,1428.8,-715.11
05-07-2013,3021.82,2366.61,655.21,744.18,1473.35,-729.17
06-07-2013,2444.08,2286.18,157.9,980.79,808.09,172.7
08-07-2013,3428.17,3779.09,-350.92,1561.88,1300.15,261.73
10-07-2013,2422.94,1928.81,494.13,794.74,1062.2,-267.46
11-07-2013,2059.67,1580.43,479.24,613.88,1328.95,-715.07
15-07-2013,1908.56,2135.81,-227.25,1217.46,763.18,454.28
16-07-2013,2503.01,2860.41,-357.4,1371.11,1581.66,-210.55
17-07-2013,4218.43,4244.52,-26.09,1902.53,1976.39,-73.86
18-07-2013,3188.45,3366.74,-178.29,1423.83,1663.24,-239.41
19-07-2013,3396.35,3144.09,252.26,1364.17,1593.27,-229.1
22-07-2013,1758.33,2164.35,-406.02,1262.87,963.02,299.85
23-07-2013,2527.54,2316.18,211.36,1072.01,1011.15,60.86
24-07-2013,2871.92,3276.42,-404.5,1384.44,1713.24,-328.8
25-07-2013,4232.84,4675.78,-442.94,1978.18,2116.98,-138.8
26-07-2013,2787.19,2509.15,278.04,1116.55,1605.72,-489.17
29-07-2013,2180.38,2412.15,-231.77,1108.18,1209.44,-101.26
30-07-2013,2545.31,2288.86,256.45,1256.61,1671.61,-415
31-07-2013,5007.17,4864.3,142.87,1791.08,1919.1,-128.02
01-08-2013,3177.07,2289.69,887.38,735.4,1763.52,-1028.12
02-08-2013,4385.02,2894.2,1490.82,953.3,1662.66,-709.36
03-08-2013,3442.45,2158.87,1283.58,868.5,1705.08,-836.58
04-08-2013,1546.88,1710.83,-163.95,777.09,564.37,212.72
05-08-2013,3036.88,2059.89,976.99,782.24,1451.32,-669.08
07-08-2013,2117.95,2322.41,-204.46,831.09,890.2,-59.11
08-08-2013,2888.12,3283.9,-395.78,1484.38,968.23,516.15
10-08-2013,2611.1,2384.78,226.32,706.64,1160.99,-454.35
11-08-2013,2366.4,1954.37,412.03,652.33,1567.96,-915.63
13-08-2013,3419.1,3192.02,227.08,1242.5,1127.21,115.29
14-08-2013,2819.2,2571.24,247.96,1401.47,1152.19,249.28
16-08-2013,4336.64,4899.87,-563.23,1940.51,1208.28,732.23
19-08-2013,2805.12,3485.2,-680.08,1458.93,1086.28,372.65
20-08-2013,2989.94,4414.26,-1424.32,1991.2,925.05,1066.15
21-08-2013,3955.22,4747.33,-792.11,1831.7,1056.25,775.45
22-08-2013,3531.13,4808.77,-1277.64,1682.21,1292.55,389.66
23-08-2013,3433.98,3582.55,-148.57,1496.8,740.93,755.87
26-08-2013,2251.05,2858.48,-607.43,1472.37,1062.38,409.99
27-08-2013,2936.12,4310.11,-1373.99,1713.12,1232.62,480.5
28-08-2013,4107,5227.43,-1120.43,2243.56,1736.78,506.78
29-08-2013,4904.11,5152.29,-248.18,1649.16,1724.96,-75.8
30-08-2013,6422.29,6501.14,-78.85,2251.77,1520.7,731.07
01-09-2013,3784.62,2935.67,848.95,1111.15,1629.45,-518.3
04-09-2013,2080.02,2744.92,-664.9,1628.17,640.36,987.81
05-09-2013,2249.43,1586.55,662.88,736.23,1212.92,-476.69
07-09-2013,2603.01,2437.41,165.6,1070.75,1032.92,37.83
10-09-2013,2706.65,2380.07,326.58,1265.51,1362.61,-97.1
12-09-2013,4863.1,2389.93,2473.17,1236.34,2442.15,-1205.81
13-09-2013,2688.62,2786.62,-98,744.2,896.29,-152.09
16-09-2013,2829.31,2546.44,282.87,1032.31,1457.48,-425.17
17-09-2013,2345.89,2027.84,318.05,477.43,978.62,-501.19
18-09-2013,2476.35,1896.22,580.13,680.82,1189.23,-508.41
19-09-2013,7118.16,3574.32,3543.84,1324.83,3154.55,-1829.72
20-09-2013,5476.38,4530.62,945.76,1080.6,1870.82,-790.22
23-09-2013,2779.44,2860.01,-80.57,822.05,1567.93,-745.88
24-09-2013,3122.21,3143.3,-21.09,1036.3,1530.04,-493.74
25-09-2013,3365.87,2983.42,382.45,772.14,1245.42,-473.28
26-09-2013,3432.45,3260.3,172.15,1178.09,1540.2,-362.11
27-09-2013,1787.12,2032.07,-244.95,941.05,1056.32,-115.27
30-09-2013,2147.39,2667.03,-519.64,1072.96,983.2,89.76
04-10-2013,2822.16,2781.94,40.22,841.82,644.53,197.29
05-10-2013,2395.67,1851.56,544.11,755.87,1258.19,-502.32
06-10-2013,2229.24,2343.24,-114,764.93,834.68,-69.75
07-10-2013,2004.86,1929.4,75.46,1011.37,982.59,28.78
09-10-2013,5984.75,3421.15,2563.6,954.02,2352.07,-1398.05
10-10-2013,2294.53,1680.26,614.27,933.06,1393.53,-460.47
12-10-2013,4574.97,4179.29,395.68,1165.87,1794.03,-628.16
14-10-2013,2237.36,1507.07,730.29,555.35,1196.55,-641.2
15-10-2013,2546.04,1409.81,1136.23,571.31,1606.65,-1035.34
17-10-2013,3942.6,2832.67,1109.93,590.91,1740.13,-1149.22
18-10-2013,3861.16,2108.18,1752.98,1105.15,1667.38,-562.23
21-10-2013,2871.82,1840.03,1031.79,782.48,1506.58,-724.1
22-10-2013,2548.94,1754.04,794.9,639.48,1484.78,-845.3
23-10-2013,2605.31,1960.51,644.8,752.53,1298.1,-545.57
24-10-2013,2890.31,1898.48,991.83,800.89,1536.29,-735.4
25-10-2013,2300.66,1673.67,626.99,657.4,1155.35,-497.95
28-10-2013,2328.97,1692.19,636.78,458.04,1360.72,-902.68
29-10-2013,2838.12,1735.08,1103.04,991.53,1885.57,-894.04
30-10-2013,2910.2,1893.43,1016.77,907.29,1457.89,-550.6
31-10-2013,5667.87,3792,1875.87,1207.4,2041.19,-833.79
01-11-2013,3507.98,2682.81,825.17,1363.88,1879.95,-516.07
02-11-2013,3630.49,2634.66,995.83,668.09,1608.99,-940.9
03-11-2013,3240.64,2252.42,988.22,830.63,1617.21,-786.58
04-11-2013,3395.11,3358.48,36.63,659.02,601.31,57.71
06-11-2013,2612.89,3498.74,-885.85,1754.63,1441.21,313.42
07-11-2013,2527.29,1889.03,638.26,842.71,1077.32,-234.61
09-11-2013,3272.46,2685.96,586.5,1309.22,1695.34,-386.12
10-11-2013,2765.32,1754.87,1010.45,947.35,1491.54,-544.19
11-11-2013,2317.24,1983.74,333.5,562.01,1344.54,-782.53
12-11-2013,2972.33,2009.62,962.71,712.69,1554.64,-841.95
13-11-2013,2592.58,2292.88,299.7,892.26,1145.27,-253.01
14-11-2013,2624,1653.97,970.03,838.72,1249.53,-410.81
18-11-2013,3504.59,2346.02,1158.57,677.3,1332.7,-655.4
19-11-2013,2835.17,1820.56,1014.61,654.41,1380.96,-726.55
20-11-2013,2626.72,2546.32,80.4,711,994.81,-283.81
21-11-2013,2445.54,2505.34,-59.8,623.68,1274.34,-650.66
22-11-2013,1864.71,1867.54,-2.83,705.87,958.32,-252.45
25-11-2013,2558.3,1720.5,837.8,667.72,1460.15,-792.43
26-11-2013,6271.27,6610.43,-339.16,1181.92,1538.82,-356.9
27-11-2013,2410.92,2459.45,-48.53,778.26,836.39,-58.13
28-11-2013,3136.23,3033.32,102.91,1790.8,1460.29,330.51
29-11-2013,2632.22,1887.06,745.16,1042.58,1144.34,-101.76
02-12-2013,2528.32,1924.16,604.16,814.97,1227.12,-412.15
03-12-2013,2740.66,2007.41,733.25,625.67,1503.05,-877.38
04-12-2013,2858.2,2886.79,-28.59,795.91,1107.83,-311.92
06-12-2013,2511.04,3571.21,-1060.17,1788.65,1070.76,717.89
07-12-2013,2902.7,2257.88,644.82,1153.92,1298.89,-144.97
08-12-2013,3227.31,2818.95,408.36,1122.89,864.08,258.81
09-12-2013,3764.75,2834.21,930.54,1065.48,1460.97,-395.49
11-12-2013,2558.77,2211.19,347.58,520.8,1391.2,-870.4
12-12-2013,2876.19,2688.38,187.81,750.14,1104.99,-354.85
13-12-2013,3121.35,3553.37,-432.02,991.13,1036.2,-45.07
16-12-2013,2333.74,2174.19,159.55,997.8,1127.3,-129.5
17-12-2013,3130.68,2880.75,249.93,1057.52,1154.35,-96.83
18-12-2013,4557.33,3358.73,1198.6,973.59,1386.6,-413.01
19-12-2013,4286.14,2022.03,2264.11,1617.49,1659.08,-41.59
20-12-2013,3444.87,2454.68,990.19,1155.52,1403.47,-247.95
23-12-2013,2781.45,2646.03,135.42,980.95,942.6,38.35
24-12-2013,1175.13,1134.46,40.67,819.29,863.19,-43.9
26-12-2013,2665.98,1922.28,743.7,1133.18,1336.62,-203.44
27-12-2013,1352.35,1056.59,295.76,793.34,953.19,-159.85
30-12-2013,1304.93,1188.87,116.06,676.58,883.73,-207.15
31-12-2013,1545.81,1236.11,309.7,610.9,890.79,-279.89
01-01-2014,225.12,214.96,10.16,359.22,581.34,-222.12
04-01-2014,3568.87,3183.21,385.66,1158.87,1406.75,-247.88
07-01-2014,3790.73,2934.38,856.35,1245.28,2019.94,-774.66
08-01-2014,4694.49,5767.45,-1072.96,2441.26,1366.56,1074.7
09-01-2014,3833.02,3278.88,554.14,1135.18,1696.87,-561.69
10-01-2014,3534.85,3598.09,-63.24,1418.1,1262.41,155.69
12-01-2014,4336.73,4349.09,-12.36,1572.33,2127.5,-555.17
13-01-2014,2977.97,2564.12,413.85,778.96,1096.48,-317.52
14-01-2014,2393.4,2654.28,-260.88,587.23,685.16,-97.93
15-01-2014,3635.25,2921.96,713.29,781.7,1471.72,-690.02
16-01-2014,3676.96,3197.68,479.28,868.11,1659.86,-791.75
17-01-2014,4973.63,4898.36,75.27,1516.24,1374.59,141.65
20-01-2014,2605.65,2220.76,384.89,859.79,1170.26,-310.47
21-01-2014,2862.48,2906.22,-43.74,1031.91,850.41,181.5
22-01-2014,3241.2,2961.75,279.45,917.03,1007.6,-90.57
23-01-2014,3213.91,2780.31,433.6,842.28,1235.96,-393.68
24-01-2014,3136.11,3367.07,-230.96,1093.35,1171.4,-78.05
