Date,FII_Gross_Purchase,FII_Gross_Sales,FII_Net_Purchase/Sales,DII_Gross_Purchase,DII_Gross_Sales,DII_Net_Purchase/Sales
29-12-2014,1419.14,1623.36,-204.22,1154.73,794.35,360.38
30-12-2014,1684.45,1406.53,277.92,971.74,810.87,160.87
31-12-2014,2348.86,1867.78,481.08,1161.68,1192.23,-30.55
01-01-2015,248.38,230.18,18.2,691.07,671.51,19.56
04-01-2015,3928.44,3718.57,209.87,1558.08,1360.83,197.25
06-01-2015,4078.43,3964.96,113.47,1589.58,1540.24,49.34
07-01-2015,4397.59,4322.56,75.03,1345.73,1293.61,52.12
09-01-2015,4308.6,4983.92,-675.32,2396.86,1714.93,681.93
10-01-2015,4111.22,4062.62,48.6,1870.86,1718.68,152.18
12-01-2015,4097.82,4204.6,-106.78,1337.74,1142.99,194.75
13-01-2015,5046.28,4811.19,235.09,1917.84,1871.78,46.06
14-01-2015,4248.3,4318.04,-69.74,1647.21,1871.19,-223.98
15-01-2015,7405.38,5667.14,1738.24,2142.37,2669.64,-527.27
16-01-2015,6718.16,5618.23,1099.93,1417.6,2134.51,-716.91
19-01-2015,3695.66,3261.94,433.72,1373.33,1611.04,-237.71
20-01-2015,4796,3520.41,1275.59,1517.7,2279.3,-761.6
22-01-2015,5408.39,4815.6,592.79,1781.45,2359.98,-578.53
23-01-2015,7171.82,5151.84,2019.98,1320.15,2620.11,-1299.96
27-01-2015,7816.2,6862.69,953.51,1449.09,2232.43,-783.34
28-01-2015,7236.15,5512.98,1723.17,1437,2729.7,-1292.7
29-01-2015,8753.64,7029.87,1723.77,2122.29,3802.38,-1680.09
30-01-2015,6145.72,6917.27,-771.55,2281.99,2319.59,-37.6
01-02-2015,2082.96,1823.14,259.82,1527.3,1457.52,69.78
02-02-2015,5639.15,6269.12,-629.97,1747.14,1971.21,-224.07
03-02-2015,6704.11,6279.32,424.79,2358.82,2178.47,180.35
06-02-2015,4255.53,4849.67,-594.14,1760.02,1488.38,271.64
07-02-2015,3952.13,3376.81,575.32,1181.02,1400.04,-219.02
09-02-2015,4573.6,6147.02,-1573.42,2253.96,1373.69,880.27
11-02-2015,3258,3530.67,-272.67,1335.56,1190.18,145.38
12-02-2015,3712.27,3651.66,60.61,1243.43,1321.74,-78.31
13-02-2015,4589.36,4199.1,390.26,2454.14,2358.32,95.82
16-02-2015,3707.54,3890.34,-182.8,1525.22,1244.45,280.77
18-02-2015,6540.83,4352.87,2187.96,2181.18,1853.31,327.87
19-02-2015,5018.54,3475.84,1542.7,1498.5,1694.24,-195.74
20-02-2015,3319.02,3408.43,-89.41,1722.37,1517.52,204.85
23-02-2015,4709.67,4107.76,601.91,1521.89,1685.68,-163.79
24-02-2015,5482.29,4785.01,697.28,1346.92,1493.9,-146.98
25-02-2015,4764.43,4248.37,516.06,1737.36,1717.66,19.7
26-02-2015,8397.27,6085.12,2312.15,2908.33,2567.54,340.79
27-02-2015,9894.75,7937.65,1957.1,3072.13,3564.06,-491.93
28-02-2015,1398.5,784.47,614.03,1569.35,2310.09,-740.74
02-03-2015,5723.76,5988.11,-264.35,1966.33,2103.64,-137.31
03-03-2015,5732.55,4959.63,772.92,1573.84,1877.72,-303.88
06-03-2015,4868.93,5596.54,-727.61,2109.42,1696.76,412.66
07-03-2015,2588.55,2232.26,356.29,951.38,1171.99,-220.61
08-03-2015,4495.44,4145.03,350.41,1810.17,1843.53,-33.36
09-03-2015,3324.24,3718.55,-394.31,2397.26,1556.91,840.35
11-03-2015,3171.23,3621.07,-449.84,1603.67,1253.36,350.31
12-03-2015,3192.71,3804.14,-611.43,1612.95,1091.84,521.11
13-03-2015,4841.32,4774.34,66.98,1726.25,1797.8,-71.55
16-03-2015,4582.91,5345.46,-762.55,1469.32,1310.67,158.65
17-03-2015,5123.12,4857.6,265.52,1370.51,1614.2,-243.69
18-03-2015,3985.72,4443.15,-457.43,1504.07,2387.06,-882.99
19-03-2015,5954.65,4525.93,1428.72,1658.13,1604.67,53.46
20-03-2015,7550.83,7196.24,354.59,1577.79,1796.99,-219.2
23-03-2015,3074.37,2656.96,417.41,2004.04,1600.13,403.91
24-03-2015,4647.75,3909.89,737.86,1858.13,2489.8,-631.67
25-03-2015,6910.27,6097.08,813.19,2029.46,1932.94,96.52
26-03-2015,7733.39,8254.62,-521.23,4287.68,3600.59,687.09
27-03-2015,4924.06,5244.58,-320.52,2500.19,1825.43,674.76
30-03-2015,3764.6,4004.94,-240.34,1971.84,1320.17,651.67
31-03-2015,5347.88,4991.81,356.07,2256.09,1972.38,283.71
02-04-2015,5057.23,5141.03,-83.8,1653.42,1725.77,-72.35
03-04-2015,7641.74,4855.5,2786.24,2638.94,2622.05,16.89
05-04-2015,5105.79,5045.26,60.53,1253.94,1107.14,146.8
06-04-2015,4968.11,4456.21,511.9,2089.78,1317.74,772.04
08-04-2015,5923.55,5804.85,118.7,1842.72,1955.27,-112.55
09-04-2015,3494.61,4781.73,-1287.12,2760,1631.3,1128.7
11-04-2015,3531.96,3498.8,33.16,1176.28,1251.18,-74.9
12-04-2015,3561.68,5307.41,-1745.73,2344.24,1275.23,1069.01
13-04-2015,3760.19,3343.18,417.01,1475.61,1429.19,46.42
15-04-2015,6592.06,6484.06,108,1704.62,1764.8,-60.18
16-04-2015,4354.74,4569.1,-214.36,1872.04,1439.77,432.27
17-04-2015,4625.4,5301.11,-675.71,1758.17,1685.65,72.52
20-04-2015,5954.52,7461.38,-1506.86,2328.19,1365.69,962.5
21-04-2015,22567.6,5078.87,17488.73,3347.98,1983.15,1364.83
22-04-2015,4919.59,5829.74,-910.15,2227.97,2009.99,217.98
23-04-2015,4938.12,5214.95,-276.83,1808.53,1248.93,559.6
24-04-2015,6282.92,7058.38,-775.46,2666.64,1770.31,896.33
27-04-2015,4933.63,6682.96,-1749.33,3286.5,1618.96,1667.54
28-04-2015,4601.68,6134.52,-1532.84,3322.52,1785.44,1537.08
29-04-2015,4453.67,5171.98,-718.31,1989.99,1077.53,912.46
30-04-2015,7711.13,10868.74,-3157.61,4676.55,2215.75,2460.8
01-05-2015,2569.89,2097.89,472,1098.28,1674.02,-575.74
02-05-2015,4533.69,4561.12,-27.43,2318.25,1992.64,325.61
03-05-2015,4895.44,4815.6,79.84,1704.37,1897.91,-193.54
05-05-2015,4408.29,5164.81,-756.52,2182.05,1202.86,979.19
06-05-2015,3663.81,4214.1,-550.29,2189.98,1310.48,879.5
10-05-2015,5203.78,4553.88,649.9,2409.69,2043.92,365.77
11-05-2015,3915.98,4907.85,-991.87,1883.87,1247.72,636.15
13-05-2015,5205.87,5277.07,-71.2,2050.55,1796.55,254
14-05-2015,4513.61,4587.37,-73.76,1367.34,1064.77,302.57
15-05-2015,3595.53,3633.84,-38.31,1799.79,1236.19,563.6
18-05-2015,4876.92,5079.04,-202.12,2002.88,1384.34,618.54
19-05-2015,4901.79,4853.73,48.06,1693.92,1242.9,451.02
20-05-2015,4303.18,4179.69,123.49,1617.22,1513.64,103.58
21-05-2015,5938.54,6124.8,-186.26,1721.79,1317.78,404.01
22-05-2015,6279.25,6067.83,211.42,1776.79,1539.17,237.62
25-05-2015,2458.33,2384.19,74.14,1411.95,1411.78,0.17
26-05-2015,4082.62,3967.81,114.81,1835.47,1711.62,123.85
27-05-2015,5094.23,6029.21,-934.98,2375.06,1781.03,594.03
28-05-2015,6851.77,7644.31,-792.54,3145.51,2462.22,683.29
29-05-2015,24676.01,22391.71,2284.3,3198.78,5466.66,-2267.88
01-06-2015,3138.11,4708.87,-1570.76,2646.3,1456.65,1189.65
02-06-2015,4126.53,4222.98,-96.45,1339.04,1223.55,115.49
04-06-2015,4437.97,3501.16,936.81,1666.97,1837,-170.03
05-06-2015,5422.22,7121.82,-1699.6,3073.38,1618.41,1454.97
07-06-2015,2863.2,2713.83,149.37,983.3,1392.96,-409.66
08-06-2015,4000.7,3891.77,108.93,1432.06,1543.84,-111.78
10-06-2015,4402.61,3922.37,480.24,2000.74,2425.34,-424.6
11-06-2015,3160.49,2941.32,219.17,1900.64,1940.09,-39.45
15-06-2015,3028.02,3632.88,-604.86,1390.91,740.44,650.47
16-06-2015,3512.26,4033.91,-521.65,1656.96,1012.15,644.81
17-06-2015,4190.71,5131.62,-940.91,2728.31,1281.24,1447.07
18-06-2015,4041.26,4825.99,-784.73,2297.54,1187.53,1110.01
19-06-2015,6463.41,6569.53,-106.12,1555.05,1107.5,447.55
22-06-2015,3526.32,2875.01,651.31,1353.64,1447.67,-94.03
23-06-2015,3139.18,3514.15,-374.97,1595.91,1191.71,404.2
24-06-2015,4491.2,4398.63,92.57,1721.09,1707.57,13.52
25-06-2015,6954.03,6673.82,280.21,2868.45,2876.9,-8.45
26-06-2015,3326.73,3530.47,-203.74,1775.66,1541.45,234.21
29-06-2015,2788.64,3500.52,-711.88,2099.06,1192.68,906.38
30-06-2015,5153.9,5705.28,-551.38,2167.8,1587.21,580.59
01-07-2015,3290.56,4363.74,-1073.18,2265.73,1664.33,601.4
04-07-2015,3718.64,3574.66,143.98,1260.02,1586.08,-326.06
05-07-2015,3991.69,5352.38,-1360.69,2732.1,1574.08,1158.02
07-07-2015,3745.14,3721.6,23.54,1379.05,1473.76,-94.71
08-07-2015,3641.31,3735.05,-93.74,1792.2,1758.12,34.08
09-07-2015,2328.82,3155.74,-826.92,1522.28,1018.17,504.11
10-07-2015,4094.77,4145.37,-50.6,1427.23,1645.98,-218.75
12-07-2015,3686.75,3751.79,-65.04,1268.82,1323.72,-54.9
13-07-2015,3477.95,2949.97,527.98,1081.26,1252.81,-171.55
14-07-2015,3148.88,2878.98,269.9,1227.27,1358.17,-130.9
15-07-2015,3292.92,2885.23,407.69,1384.34,1434.72,-50.38
16-07-2015,3250.41,2504.6,745.81,1632.69,1731.2,-98.51
17-07-2015,3347.75,2742.19,605.56,1331.99,1507.14,-175.15
20-07-2015,3273.24,2558.84,714.4,867.61,1716.37,-848.76
21-07-2015,4366.82,4593.7,-226.88,2195.41,2049.09,146.32
22-07-2015,4001.56,3551.24,450.32,1617.62,1969.39,-351.77
23-07-2015,3851.6,3666.18,185.42,1507.41,1784.1,-276.69
24-07-2015,3424.92,3418.3,6.62,2187.64,1991.26,196.38
27-07-2015,3837.23,4697.17,-859.94,1780.19,1541.53,238.66
29-07-2015,4333.77,4520.01,-186.24,1934.8,1292.11,642.69
30-07-2015,5352,5522.68,-170.68,3322.24,2822.59,499.65
31-07-2015,5598.27,5876.04,-277.77,2827.52,1806.18,1021.34
01-08-2015,4685.59,5152.37,-466.78,2174.4,1885.52,288.88
04-08-2015,4536.32,5015.5,-479.18,1919.31,1536.77,382.54
05-08-2015,4236.79,4674.35,-437.56,2725.58,1611.2,1114.38
06-08-2015,2932.64,3681.76,-749.12,1810.3,1280.48,529.82
07-08-2015,6943.13,7297.45,-354.32,1368.19,1714.9,-346.71
09-08-2015,2970.3,3629.97,-659.67,1760.13,1312.72,447.41
10-08-2015,4092.94,4141.83,-48.89,1382.71,1682.46,-299.75
12-08-2015,3109.43,3627.89,-518.46,1577.24,986.92,590.32
13-08-2015,3854.34,4480.24,-625.9,2056.47,1510.61,545.86
14-08-2015,4442.23,4038.47,403.76,1591.59,1412.39,179.2
17-08-2015,3507.74,3365.4,142.34,1471.16,1287.44,183.72
18-08-2015,3436.01,3691.43,-255.42,1194.33,1066.83,127.5
19-08-2015,3132.83,3556.55,-423.72,1743.89,1360.57,383.32
20-08-2015,4699.37,5706.63,-1007.26,2018.09,1450.22,567.87
21-08-2015,4583.5,6924.1,-2340.6,3028.46,1504.36,1524.1
24-08-2015,4740.89,10016.29,-5275.4,6071.27,1973.44,4097.83
25-08-2015,6665.15,8745.16,-2080.01,4509.66,2546.57,1963.09
26-08-2015,5050.82,7396.59,-2345.77,3358.28,1477.2,1881.08
27-08-2015,7474.44,10821.79,-3347.35,5078.89,2501.83,2577.06
28-08-2015,5682.45,5626.04,56.41,1832.89,985.46,847.43
31-08-2015,9733.82,10285.01,-551.19,1819.22,1340.63,478.59
01-09-2015,4182.2,4480.19,-297.99,1876.92,1577.39,299.53
02-09-2015,3163.41,3823.71,-660.3,1651,1181.45,469.55
03-09-2015,5751.95,4913.65,838.3,1486.23,1521.54,-35.31
04-09-2015,5589.4,5395.59,193.81,2166.98,1674.19,492.79
06-09-2015,3152.89,3797.91,-645.02,1767.86,1075.57,692.29
07-09-2015,3685.44,3939.54,-254.1,1271.41,1192.33,79.08
09-09-2015,4143.08,4595.21,-452.13,2312.81,1118.23,1194.58
10-09-2015,3594.01,3110.15,483.86,1583.23,1952.23,-369
11-09-2015,3816.91,4677.97,-861.06,2320.16,1698.98,621.18
12-09-2015,3096.25,3623.66,-527.41,1938.11,1073.4,864.71
14-09-2015,2621.15,2562.4,58.75,1142.16,958.26,183.9
15-09-2015,2842.75,3753.6,-910.85,1524.67,1044.17,480.5
16-09-2015,3812.86,4150.13,-337.27,1664.14,1240.33,423.81
18-09-2015,10656.63,10013.12,643.51,1918.39,1503.3,415.09
21-09-2015,3569.39,3414.52,154.87,1135.69,1031.61,104.08
22-09-2015,3938.67,4990.91,-1052.24,1910.71,1532.45,378.26
23-09-2015,2987.47,4317.59,-1330.12,2008.04,1116.68,891.36
24-09-2015,5760.19,5875.29,-115.1,2624.14,2573.47,50.67
28-09-2015,3259.13,3909.14,-650.01,1802.79,1297.2,505.59
29-09-2015,4120.3,5232.89,-1112.59,2638.23,1762.03,876.2
30-09-2015,7063.3,6947.22,116.08,2349.53,2541.31,-191.78
02-10-2015,4328.7,5589.89,-1261.19,2442.08,1590.76,851.32
03-10-2015,4292.22,5040.35,-748.13,1872.98,1582.5,290.48
04-10-2015,4823.65,4460.86,362.79,1671.41,1806.59,-135.18
06-10-2015,3279.45,3761.56,-482.11,1911.2,1123.14,788.06
07-10-2015,4991.65,5456.92,-465.27,1785.69,1195.2,590.49
08-10-2015,3539.95,3554.38,-14.43,1323.23,1373.28,-50.05
09-10-2015,3536.27,3657.46,-121.19,1321.59,1254.99,66.6
11-10-2015,3205.53,3867.48,-661.95,2237.44,1579.11,658.33
12-10-2015,3226.68,3806.96,-580.28,1741.9,1330.98,410.92
13-10-2015,3618.12,3345.51,272.61,974.81,1248.32,-273.51
14-10-2015,3574.14,3452.39,121.75,1316.33,1523.96,-207.63
16-10-2015,3527.27,3090.48,436.79,1603.17,1500.68,102.49
19-10-2015,3463.95,2565.72,898.23,1330.05,1576.31,-246.26
20-10-2015,4496.8,3973.11,523.69,1821.75,2176.71,-354.96
21-10-2015,2955.76,3004.09,-48.33,1469.07,1607.8,-138.73
23-10-2015,4532.49,4303.31,229.18,1305.26,1461.15,-155.89
26-10-2015,4111.58,3387.07,724.51,1115.08,1645.86,-530.78
27-10-2015,5210.19,5200.69,9.5,1487.76,1653.21,-165.45
28-10-2015,4429.41,5160.58,-731.17,2020.18,1860.01,160.17
29-10-2015,5675.32,5501.2,174.12,2713.8,3013,-299.2
30-10-2015,3385.74,4850.63,-1464.89,3291.32,1731.21,1560.11
02-11-2015,3933.66,4304.93,-371.27,1674.69,1527.2,147.49
03-11-2015,4343.92,4788.57,-444.65,1697.31,2036.27,-338.96
05-11-2015,4529.36,4359.39,169.97,1851.42,1522.85,328.57
06-11-2015,3752.77,4375.66,-622.89,1875.48,1286.19,589.29
08-11-2015,3488.91,4225.72,-736.81,1510.87,1380.13,130.74
09-11-2015,2493.91,3248.18,-754.27,1648.25,1236.82,411.43
11-11-2015,190.6,202.53,-11.93,27.47,16.95,10.52
12-11-2015,3824.52,3570.79,253.73,1790.32,1497.44,292.88
13-11-2015,5554.39,6301.09,-746.7,1526.75,1455.86,70.89
16-11-2015,3345.6,4396.86,-1051.26,1664.52,1002.81,661.71
17-11-2015,3500.4,3992.85,-492.45,1697.49,914.47,783.02
18-11-2015,2980.98,3749.44,-768.46,1598.38,839.12,759.26
19-11-2015,3486.83,3830.01,-343.18,1355.79,1121.97,233.82
20-11-2015,3302.53,3396.62,-94.09,1876.73,1266.57,610.16
23-11-2015,3143.41,3178.78,-35.37,1361.82,1271.54,90.28
24-11-2015,3252.52,3792.64,-540.12,1866.12,1333.99,532.13
26-11-2015,5980.12,6378.22,-398.1,3343.24,2394.26,948.98
27-11-2015,2676.99,3196.24,-519.25,2074.43,1173.95,900.48
30-11-2015,13538.84,14582.68,-1043.84,2977.78,2376.05,601.73
01-12-2015,3289.52,3044.57,244.95,1097.14,1428.32,-331.18
02-12-2015,4296.42,4702.7,-406.28,2143.62,1438.09,705.53
03-12-2015,5428.9,4695.81,733.09,1643.94,2025.88,-381.94
05-12-2015,4856.75,6186.18,-1329.43,2545.56,1213.63,1331.93
06-12-2015,3119.17,3790.13,-670.96,1537.78,832.2,705.58
08-12-2015,3785.66,5640.68,-1855.02,2660.03,1436.23,1223.8
10-12-2015,2770.03,2452.47,317.56,1036.58,1211.65,-175.07
14-12-2015,2764.1,2921.17,-157.07,1627.73,1241.26,386.47
15-12-2015,3277.54,3228.87,48.67,1663.79,1389.86,273.93
16-12-2015,2732.49,3235.71,-503.22,2288.98,1264.95,1024.03
17-12-2015,4108.58,3470.57,638.01,1950.31,2316.54,-366.23
18-12-2015,5642.44,5649.43,-6.99,1448.04,1853.02,-404.98
21-12-2015,2468.66,2431.29,37.37,1191.34,1128.64,62.7
22-12-2015,2578.47,2409.74,168.73,1362.28,1123.92,238.36
23-12-2015,2426.42,2040.6,385.82,1743.36,1110.72,632.64
24-12-2015,1181.13,1293.16,-112.03,842,833.95,8.05
28-12-2015,1900.63,2203.25,-302.62,2446.49,1458.67,987.82
29-12-2015,2278.39,2269.9,8.49,1473.43,1466.99,6.44
30-12-2015,2088.07,1935.87,152.2,1414.35,1488.76,-74.41
31-12-2015,4575.11,3451.7,1123.41,2781.23,3038.9,-257.67
01-01-2016,540.77,312.66,228.11,783.36,864.6,-81.24
02-01-2016,4211.32,3957.44,253.88,1104.5,1640.2,-535.7
03-01-2016,7504.37,4591.78,2912.59,2203.55,3038.14,-834.59
04-01-2016,3725.52,3511.51,214.01,1159.75,1679.66,-519.91
06-01-2016,3986.33,3726.43,259.9,1258.41,1418.9,-160.49
07-01-2016,3086.32,3273.83,-187.51,2747.46,1840.41,907.05
08-01-2016,5928.19,5201.97,726.22,2159.81,2573.58,-413.77
09-01-2016,3344.28,3645.79,-301.51,2451.15,2142.99,308.16
11-01-2016,4897.3,5021.26,-123.96,2226.9,2034.8,192.1
12-01-2016,3499.65,3902.27,-402.62,1879.47,1641.66,237.81
13-01-2016,4316.56,4392.46,-75.9,2503.24,1884.45,618.79
14-01-2016,3096.69,4318.66,-1221.97,3281.53,1755.31,1526.22
15-01-2016,3172.68,4296.47,-1123.79,2320.25,1631.41,688.84
18-01-2016,3140.59,4344.43,-1203.84,2667.92,1545.12,1122.8
19-01-2016,2695.97,3553.67,-857.7,2691.27,1304.44,1386.83
20-01-2016,3854.92,5179.61,-1324.69,2882.52,1499.38,1383.14
21-01-2016,4042.16,5789.39,-1747.23,2544.12,1276.38,1267.74
22-01-2016,3920.3,4690.13,-769.83,2310.9,1395.3,915.6
25-01-2016,3261.63,3352.78,-91.15,1272.53,964.64,307.89
27-01-2016,4355,4721.93,-366.93,1583.49,1083.5,499.99
28-01-2016,5889.83,6851.65,-961.82,2872.07,2477.85,394.22
29-01-2016,5632.66,5060.96,571.7,2121.61,1881.59,240.02
02-02-2016,4102.58,4216.56,-113.98,1346.11,1669.34,-323.23
03-02-2016,5877.6,4440.1,1437.5,2024.92,2618.59,-593.67
05-02-2016,2977.66,2542.73,434.93,944.81,1054.37,-109.56
06-02-2016,4472.29,3950.44,521.85,1160.57,1737.43,-576.86
08-02-2016,4914.92,4378.65,536.27,2234.26,2617.49,-383.23
09-02-2016,3617.63,3386.44,231.19,2590.57,2455.69,134.88
11-02-2016,3625.45,4292.82,-667.37,2376.08,1968.81,407.27
12-02-2016,4041.4,4231.92,-190.52,1637.36,2055.94,-418.58
15-02-2016,3661.07,4972.66,-1311.59,3223.71,1236.26,1987.45
16-02-2016,2898.07,3862.26,-964.19,1525.18,934.45,590.73
17-02-2016,3029.01,3589.01,-560,1511.72,1127.19,384.53
18-02-2016,4096.46,3677.82,418.64,1663.25,951.13,712.12
19-02-2016,2772.85,2964.58,-191.73,881.27,864.74,16.53
22-02-2016,2617.38,3274.31,-656.93,1377.85,779.98,597.87
23-02-2016,3356.14,3645.8,-289.66,1385.32,1127.39,257.93
24-02-2016,2953.79,3684.78,-730.99,1484.16,878.28,605.88
25-02-2016,4959.8,6425.48,-1465.68,2569.2,1762.23,806.97
26-02-2016,2807.45,3502.82,-695.37,2043.48,1259.34,784.14
29-02-2016,8321.34,10339.36,-2018.02,2856.36,1411.11,1445.25
02-03-2016,3160.51,3517.64,-357.13,1455.23,1600.01,-144.78
03-03-2016,4363.82,3451.84,911.98,1845.35,2310.1,-464.75
05-03-2016,3598.55,4353.83,-755.28,1945.94,1461.3,484.64
06-03-2016,5571.69,3986.68,1585.01,1439.25,1832.46,-393.21
08-03-2016,4698.8,4120.63,578.17,1674.42,2475.17,-800.75
10-03-2016,3745.1,3710.88,34.22,2479.59,2281.57,198.02
11-03-2016,3060.22,3766.99,-706.77,2775.42,2240.44,534.98
14-03-2016,5564.95,4529.32,1035.63,1076.66,1882,-805.34
15-03-2016,3789.67,3843.68,-54.01,1512.28,1814.59,-302.31
16-03-2016,3675.19,3049.61,625.58,1031.87,1712.03,-680.16
17-03-2016,4997.97,4253.48,744.49,1945.25,2113.63,-168.38
18-03-2016,7132.64,5420.02,1712.62,1570.77,1974.14,-403.37
21-03-2016,4791.88,3395.55,1396.33,1497.69,2116.46,-618.77
22-03-2016,4945.28,3849.84,1095.44,1167.84,2098.21,-930.37
23-03-2016,3923.97,2947.06,976.91,1596.53,2619.11,-1022.58
28-03-2016,5346.52,3303.58,2042.94,1408.82,3903.26,-2494.44
29-03-2016,4577.65,4064.2,513.45,1834.08,2390.77,-556.69
30-03-2016,5866.32,4423.85,1442.47,1907.34,2304.24,-396.9
31-03-2016,11230.72,7174.1,4056.62,3473.08,6363.65,-2890.57
01-04-2016,2097.07,2764.22,-667.15,1371.47,1594.26,-222.79
02-04-2016,3121.98,3317.9,-195.92,2040.07,1563.63,476.44
03-04-2016,4231.6,3560.03,671.57,1393.43,1926.53,-533.1
04-04-2016,2948.11,2711.29,236.82,1311.55,1645.29,-333.74
05-04-2016,3705.95,3772.4,-66.45,1664.67,1743.47,-78.8
07-04-2016,2992.7,2810.42,182.28,1939.8,1562.35,377.45
08-04-2016,4144.11,3584.62,559.49,1682.14,2209.25,-527.11
10-04-2016,4779.15,4435.02,344.13,2315.48,2487.71,-172.23
11-04-2016,4277.18,4620.48,-343.3,5115.39,4025.53,1089.86
13-04-2016,4923.76,4279.49,644.27,2519.32,2249.43,269.89
18-04-2016,6118.62,5140.64,977.98,1628.89,1942.11,-313.22
20-04-2016,6021.67,6101.77,-80.1,1363.42,1663.51,-300.09
21-04-2016,5625.66,4820.24,805.42,2168.3,2102.58,65.72
22-04-2016,3701.43,3510.36,191.07,1500.28,1668.92,-168.64
25-04-2016,5698.59,5476.25,222.34,1075.18,1823.13,-747.95
26-04-2016,4855.69,4343.47,512.22,1488.41,1467.2,21.21
27-04-2016,4412.63,4001.63,411,1656.53,1951.6,-295.07
28-04-2016,9061.04,8940.41,120.63,2245.92,2662.13,-416.21
29-04-2016,4399.71,4605.01,-205.3,1649.24,1621.11,28.13
01-05-2016,3361.38,3713.8,-352.42,1631.28,1618.09,13.19
02-05-2016,3051.02,3657.85,-606.83,2518.01,1757.99,760.02
04-05-2016,3262.01,4062.8,-800.79,1737.74,1681.89,55.85
05-05-2016,3721.95,4110.46,-388.51,1397.92,1146.13,251.79
07-05-2016,3237.69,2972.06,265.63,1214.93,1662.41,-447.48
08-05-2016,4264.48,3828.85,435.63,2163.06,1546.74,616.32
10-05-2016,3449.13,3206.13,243,2079.91,2429.77,-349.86
12-05-2016,3332.96,3650.81,-317.85,1381.33,1217.69,163.64
13-05-2016,5590.51,4096.63,1493.88,2213.76,1546.73,667.03
16-05-2016,3888.85,3968.69,-79.84,1480.4,1608.31,-127.91
18-05-2016,3809.48,4060.18,-250.7,1619.99,1380.08,239.91
19-05-2016,4205.43,4970.01,-764.58,2725.61,1241.96,1483.65
20-05-2016,2997.75,3741.61,-743.86,1683.31,1085.82,597.49
23-05-2016,3089.85,3155.45,-65.6,1646.35,1814.12,-167.77
24-05-2016,3561.8,4377.33,-815.53,2130.2,1140.25,989.95
25-05-2016,3741.39,3246.31,495.08,1891.38,1554.16,337.22
26-05-2016,6476.35,5895.06,581.29,3047.6,2362.23,685.37
27-05-2016,4618.93,4139.04,479.89,2021.94,1952.6,69.34
30-05-2016,4100.58,3745.04,355.54,1318.83,1529.92,-211.09
31-05-2016,18888.61,19003.13,-114.52,2836.68,2776.4,60.28
01-06-2016,4452.42,4694.9,-242.48,2091.12,1514.55,576.57
04-06-2016,2600.13,3093.69,-493.56,1727.29,1468.61,258.68
05-06-2016,2768.13,2740.42,27.71,1154.35,974.55,179.8
06-06-2016,5016.42,4988.12,28.3,1288.99,1519.62,-230.63
09-06-2016,5512.56,4073.84,1438.72,2146.33,2414.54,-268.21
10-06-2016,3596.12,3242.32,353.8,2285.17,2409.62,-124.45
12-06-2016,3109.03,2947.23,161.8,1162.7,1327.38,-164.68
13-06-2016,3847.7,3635.46,212.24,1089.23,1687.06,-597.83
14-06-2016,2886.71,3000.07,-113.36,1303.96,1336.23,-32.27
15-06-2016,3160.24,3268.47,-108.23,1671.85,1437.75,234.1
16-06-2016,3061.12,3217.87,-156.75,1802.7,1965.7,-163
17-06-2016,4650.86,4618.9,31.96,1538.47,1564.68,-26.21
20-06-2016,3065.4,3602.86,-537.46,2104.4,1380.34,724.06
21-06-2016,3714.27,3229.61,484.66,1270.14,1605.67,-335.53
22-06-2016,2841.18,2882.28,-41.1,1856.33,1494.99,361.34
23-06-2016,3185.92,3104.05,81.87,1656.05,1452.49,203.56
24-06-2016,3865.55,4494.69,-629.14,2968.9,2853.96,114.94
27-06-2016,3420.3,3566.41,-146.11,1434.81,1581.88,-147.07
28-06-2016,3665.15,3855.58,-190.43,1572.52,1815.23,-242.71
29-06-2016,3567.28,3464.37,102.91,1565.76,1585.95,-20.19
30-06-2016,8113.06,7005.64,1107.42,3117.9,3308.66,-190.76
01-07-2016,3610.14,4661.88,-1051.74,2237.52,2046.66,190.86
06-07-2016,6011.96,5512.23,499.73,1657.55,1611.22,46.33
07-07-2016,4306.44,4605.95,-299.51,1390.76,1550.74,-159.98
09-07-2016,5606.66,4752.6,854.06,2406.07,3174.62,-768.55
10-07-2016,3298.23,3241.98,56.25,2566.65,1839.85,726.8
11-07-2016,4407.65,4096.47,311.18,3530.8,2750.94,779.86
12-07-2016,3941.02,3747.36,193.66,1731.59,1787.87,-56.28
13-07-2016,5041.83,4751.3,290.53,1912.86,2567.59,-654.73
14-07-2016,3861.29,2991.45,869.84,1445.86,2320.01,-874.15
15-07-2016,5823.5,4362.24,1461.26,2439.65,3473.62,-1033.97
18-07-2016,4126.5,3527.41,599.09,1615.85,2054.94,-439.09
19-07-2016,4237.66,3688.76,548.9,1737.67,2115.1,-377.43
20-07-2016,4669.7,4454.49,215.21,2373.99,2419.44,-45.45
21-07-2016,4293.45,3873.23,420.22,1865.28,2237.68,-372.4
22-07-2016,3865.06,3427.28,437.78,1609.74,1975.41,-365.67
25-07-2016,5020.39,4129.38,891.01,1823.28,1891.17,-67.89
26-07-2016,5488.54,4817.65,670.89,1902.21,2320.5,-418.29
27-07-2016,4862.01,4457.32,404.69,2554.71,2707.18,-152.47
28-07-2016,8470.01,6702.95,1767.06,2770.94,3845.41,-1074.47
